,Image File,Classification,Sensor Type
22,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0005.png,high,BackdoorSensor
23,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0012.png,high,BackdoorSensor
24,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0057.png,high,BackdoorSensor
25,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0023.png,high,BackdoorSensor
26,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0016.png,high,BackdoorSensor
27,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0034.png,high,BackdoorSensor
28,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0051.png,high,BackdoorSensor
29,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0027.png,high,BackdoorSensor
30,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0036.png,high,BackdoorSensor
31,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0008.png,high,BackdoorSensor
32,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0006.png,high,BackdoorSensor
33,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0024.png,high,BackdoorSensor
34,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0019.png,high,BackdoorSensor
35,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0031.png,high,BackdoorSensor
36,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0022.png,high,BackdoorSensor
37,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0059.png,high,BackdoorSensor
38,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0037.png,high,BackdoorSensor
39,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0038.png,high,BackdoorSensor
40,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0043.png,high,BackdoorSensor
41,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0004.png,high,BackdoorSensor
42,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0039.png,high,BackdoorSensor
43,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0052.png,high,BackdoorSensor
44,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0025.png,high,BackdoorSensor
45,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0032.png,high,BackdoorSensor
46,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0056.png,high,BackdoorSensor
47,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0028.png,high,BackdoorSensor
48,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0003.png,high,BackdoorSensor
49,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0000.png,high,BackdoorSensor
50,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0007.png,high,BackdoorSensor
51,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0040.png,high,BackdoorSensor
52,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0042.png,high,BackdoorSensor
53,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0035.png,high,BackdoorSensor
54,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0045.png,high,BackdoorSensor
55,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0002.png,high,BackdoorSensor
56,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0011.png,high,BackdoorSensor
57,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0017.png,high,BackdoorSensor
58,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0062.png,high,BackdoorSensor
59,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0001.png,high,BackdoorSensor
60,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0054.png,high,BackdoorSensor
61,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0015.png,high,BackdoorSensor
62,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0046.png,high,BackdoorSensor
63,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0029.png,high,BackdoorSensor
64,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0134.png,high,BackdoorSensor
65,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0121.png,high,BackdoorSensor
66,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0103.png,high,BackdoorSensor
67,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0090.png,high,BackdoorSensor
68,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0144.png,high,BackdoorSensor
69,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0084.png,high,BackdoorSensor
70,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0113.png,high,BackdoorSensor
71,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0153.png,high,BackdoorSensor
72,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0129.png,high,BackdoorSensor
73,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0146.png,high,BackdoorSensor
74,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0100.png,high,BackdoorSensor
75,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0137.png,high,BackdoorSensor
76,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0087.png,high,BackdoorSensor
77,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0070.png,high,BackdoorSensor
78,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0150.png,high,BackdoorSensor
79,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0101.png,high,BackdoorSensor
80,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0080.png,high,BackdoorSensor
81,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0133.png,high,BackdoorSensor
82,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0094.png,high,BackdoorSensor
83,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0104.png,high,BackdoorSensor
84,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0118.png,high,BackdoorSensor
85,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0130.png,high,BackdoorSensor
86,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0136.png,high,BackdoorSensor
87,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0120.png,high,BackdoorSensor
88,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0123.png,high,BackdoorSensor
89,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0122.png,high,BackdoorSensor
90,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0092.png,high,BackdoorSensor
91,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0071.png,high,BackdoorSensor
92,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0108.png,high,BackdoorSensor
93,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0067.png,high,BackdoorSensor
94,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0149.png,high,BackdoorSensor
95,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0124.png,high,BackdoorSensor
96,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0141.png,high,BackdoorSensor
97,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0083.png,high,BackdoorSensor
98,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0095.png,high,BackdoorSensor
99,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0107.png,high,BackdoorSensor
100,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0132.png,high,BackdoorSensor
101,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0072.png,high,BackdoorSensor
102,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0139.png,high,BackdoorSensor
103,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0112.png,high,BackdoorSensor
104,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0143.png,high,BackdoorSensor
105,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0125.png,high,BackdoorSensor
106,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0097.png,high,BackdoorSensor
107,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0086.png,high,BackdoorSensor
108,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0117.png,high,BackdoorSensor
109,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0065.png,high,BackdoorSensor
110,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0098.png,high,BackdoorSensor
111,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0078.png,high,BackdoorSensor
112,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0138.png,high,BackdoorSensor
113,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0154.png,high,BackdoorSensor
114,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0119.png,high,BackdoorSensor
115,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0075.png,high,BackdoorSensor
116,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0110.png,high,BackdoorSensor
117,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0106.png,high,BackdoorSensor
118,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0142.png,high,BackdoorSensor
119,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0085.png,high,BackdoorSensor
120,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0152.png,high,BackdoorSensor
121,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0109.png,high,BackdoorSensor
122,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0151.png,high,BackdoorSensor
123,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0135.png,high,BackdoorSensor
124,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0079.png,high,BackdoorSensor
125,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0102.png,high,BackdoorSensor
126,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0089.png,high,BackdoorSensor
127,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0076.png,high,BackdoorSensor
128,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0148.png,high,BackdoorSensor
129,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0111.png,high,BackdoorSensor
130,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0140.png,high,BackdoorSensor
131,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0073.png,high,BackdoorSensor
132,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0093.png,high,BackdoorSensor
133,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0145.png,high,BackdoorSensor
134,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0082.png,high,BackdoorSensor
135,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0105.png,high,BackdoorSensor
136,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0131.png,high,BackdoorSensor
137,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0128.png,high,BackdoorSensor
138,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0068.png,high,BackdoorSensor
139,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0074.png,high,BackdoorSensor
140,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0099.png,high,BackdoorSensor
141,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0114.png,high,BackdoorSensor
142,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0147.png,high,BackdoorSensor
143,/content/drive/MyDrive/Team_international_internship/network_traffic_classifier_project/final_image_classifier/Processed/BackdoorSensor/high_pr/backdoor-sensor_high_priority_traffic_b1_0066.png,high,BackdoorSensor
